user_id,screen_name,is_bot,account_age,is_blue_verified,is_verified,profile_description_sentiment,following_count,followers_count,following_to_followers_ratio,normal_to_fast_followers_ratio,tweets_count,likes_count,media_count,avg_sentiment,replies_ratio,retweets_ratio,freq_of_tweets,identical_tweets_ratio,avg_replies_per_tweet,avg_urls_per_tweet,avg_likes_per_tweet,possibly_sensitive,profile_image_url,profile_banner_url,is_profile_image_valid,followers_to_likes_ratio
1058105899607252992,TsungYiLinCV,0,6.053,0,0,0.0,337,2132,0.158,2132,99,755,10,0.789,0.0,0.386,16.356,0.006,3.037,0.222,85.667,0,1,0,1,24.887
1208175773091270656,Tracey92887673,1,4.92,0,0,0.0,367,41,8.951,41,10,855,0,0,0,0,2.033,0,0,0,0,0,1,0,0,0
469609215,MelissaHerman4,0,12.835,0,0,0.0,2057,3749,0.549,3749,7879,44670,582,0.864,0.0,0.771,613.868,0.0,0.481,0.0,18.815,0,1,1,0,199.258
1383617758508720130,tlcverge,1,3.595,0,0,0.694,2476,1053,2.351,1053,1053,73,360,0.273,0.0,0.0,292.907,0.001,0.01,1.03,0.12,0,1,1,0,8775.0
104083325,kamathmeenakshi,0,14.858,0,0,0.0,130,29,4.483,29,54,73,0,0.253,0.022,0.082,3.634,0.0,0.0,0.0,0.067,0,1,0,0,435.0
831279121,RushVelcsov,1,12.172,0,0,0.0,653,248,2.633,248,690,2443,34,0.676,0.0,0.164,56.687,0.004,0.206,0.072,0.67,0,1,1,0,370.092
1011559160540876800,GaitiHasan,1,6.404,0,0,0.0,127,1446,0.088,1446,1478,6592,57,0.223,0.0,0.28,230.793,0.0,0.639,0.694,14.736,0,1,0,0,98.126
83855918,Mo_Farah,0,15.086,1,0,0.711,473,1380628,0.0,1380628,3853,609,823,0.53,0.0,0.778,255.402,0.0,130.769,0.346,3494.115,0,1,1,0,395.129
340209989,nnamdiXY,0,13.333,0,0,-0.629,461,498,0.926,498,14119,5833,48,0.04,0.0,0.559,1058.951,0.001,0.306,0.0,0.388,0,1,1,0,1284.316
4347594973,patty75652629,1,8.991,0,0,,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
2381064942,zainverjeemedia,0,10.702,0,0,,1149,2490,0.461,2490,244,3,61,0.216,0.0,0.265,22.799,0.0,0.477,0.128,1.698,0,1,1,0,1466.712
1425659473838764034,_livryan__,1,3.277,0,0,,8,2,4.0,2,7,0,1,-0.013,0.0,0.0,2.136,0.476,0.0,0.143,0.429,0,1,0,0,4.667
1143024633114845185,uhsnayvid,0,5.413,0,0,0.0,1186,536,2.213,536,1937,76411,63,0.414,0.0,0.598,357.842,0.002,0.634,0.073,6.049,1,1,1,0,88.613
115926128,LADYXEONA,0,14.749,0,0,-0.665,3397,2332,1.457,2332,3292,3959,1113,-0.08,0.0,0.445,223.202,0.0,0.136,0.379,0.288,0,1,1,0,8100.632
145169990,CallMeMa2mou,1,14.513,0,0,0.0,512,427,1.199,427,16098,12324,752,-0.001,0.0,0.556,1109.212,0.0,0.173,0.019,0.404,0,1,1,0,1057.333
148465548,rg9119,0,14.489,0,0,0.0,450,2007,0.224,2007,5360,11571,464,0.156,0.0,0.767,369.936,0.0,0.963,0.37,19.593,0,1,1,0,102.437
500133474,gibbulloch,1,12.745,0,0,0.0,2036,4698,0.433,4698,7502,3913,682,0.493,0.0,0.669,588.623,0.0,0.128,0.462,2.615,0,1,1,0,1796.294
148390293,ALkhALeeFA,0,14.489,1,0,-0.843,920,5717,0.161,5717,18057,32546,1434,-0.063,0.0,0.231,1246.256,0.0,0.344,0.0,1.944,0,1,1,0,2940.171
1387744160757686272,getShowHQ,1,3.562,0,0,0.547,956,483,1.979,483,1039,174,448,0.612,0.109,0.019,291.69,0.003,0.812,0.188,0.564,0,1,1,0,855.842
1252117386,DPB59,1,11.704,0,0,0.0,7363,6665,1.105,6665,116384,74257,540,-0.906,0.0,0.99,9943.951,0,0.0,0.0,8.0,0,1,1,0,833.125
132830623,gubbilabs,0,14.606,0,0,0.671,4300,4903,0.877,4903,19613,17650,500,0.111,0.0,0.822,1342.804,0.0,0.143,0.952,4.905,0,1,1,0,999.641
1315387944505499649,rgmar5,1,4.11,0,0,,449,0,449,0,0,3794,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
830925823322554368,DeepTech2_0,0,7.77,0,0,0.0,626,938,0.667,938,994,1265,149,0.0,0.0,0.972,127.928,0.0,0.0,0.333,0.667,0,1,1,0,1407.0
48008611,barniescoffee,1,15.428,0,0,0.681,1844,2573,0.717,2573,4885,1924,1857,0.87,0.0,0.0,316.632,0.0,0.06,0.79,1.32,0,1,1,0,1949.242
755857771,missyarobbins,0,12.271,0,0,0.0,510,1298,0.393,1298,165,64,14,0.709,0.024,0.64,13.446,0.0,0.585,0.171,1.634,0,1,0,0,794.299
1408590178759806978,CanadasFuture2,1,3.406,0,0,0.0,50,12,4.167,12,23,14,0,0.543,0.0,0.955,6.753,0,0.0,0.0,1.0,0,1,1,0,12.0
823669734,JessMONeill,0,12.183,0,0,0.0,982,1712,0.574,1712,1073,601,72,0.047,0.0,0.05,88.074,0.0,0.116,1.821,0.526,0,1,1,0,3252.8
822426735136350208,WirBristol,1,7.833,0,0,0.69,307,459,0.669,459,664,471,41,0.386,0.0,0.72,84.77,0.005,0.571,0.143,8.679,0,1,0,0,52.889
1210956763618394113,Doc_Salman29,1,4.898,0,0,0.0,208,92,2.261,92,281,339,10,0.091,0.0,0.802,57.37,0.0,0.13,0.0,4.565,0,1,1,0,20.152
2232848496,jonaslindeloev,0,10.957,0,0,0.579,339,3725,0.091,3725,2845,3524,244,0.212,0.038,0.295,259.651,0.001,1.367,0.165,13.101,0,1,1,0,284.324
1871389603,Yetimyetade,1,11.179,0,0,,676,33,20.485,33,268,1474,0,0,0,0,23.974,0,0,0,0,0,1,0,0,0
1400945465634529288,xdbpa,0,3.463,0,0,0.0,1335,352,3.793,352,82,81,7,-0.249,0.0,0.436,23.679,0.002,0.323,0.097,1.387,0,1,1,0,253.767
247943231,dalgodoy,1,13.791,0,0,0.0,273,153,1.784,153,285,889,11,0.173,0.0,0.91,20.666,0.0,0.0,0.333,4.778,0,1,1,0,32.023
2414012077,MeVisionAcademy,0,10.656,0,0,0.0,16615,30655,0.542,30655,29710,12388,9149,0.606,0.0,0.76,2788.101,0.0,0.083,0.833,2.333,0,1,1,0,13137.857
1081252025915068417,NehaSha12172516,1,5.878,0,0,,33,19,1.737,19,776,6602,48,0.334,0.0,0.547,132.018,0.001,0.042,0.021,0.167,0,1,1,0,114.0
985221540,maria_rescigno,0,11.967,0,0,,36,526,0.068,526,219,39,3,0.235,0.0,0.61,18.3,0.005,0.744,1.051,14.308,0,1,1,0,36.763
72448544,victoriasaidhi,1,15.203,0,0,0.0,236,111,2.126,111,31,245,3,0.439,0.0,0.583,2.039,0.0,0.2,0.2,1.0,0,1,1,0,111.0
1145016098628259845,Megan61909994,1,5.396,0,0,0.0,86,20,4.3,20,23,9,1,0.218,0.0,0.545,4.262,0.0,0.0,0.4,0.4,0,1,0,0,50.0
1130810826636398592,erensleepy,0,5.503,0,0,0.0,1103,829,1.331,829,1439,552,1,0,0,0,261.494,0,0,0,0,0,1,0,0,0
1374429846915272718,MichaelBarlow__,1,3.663,0,0,0.0,10,0,10,0,4,4,0,0,0,0,1.092,0,0,0,0,0,1,0,0,0
28052098,LadyTate76,1,15.641,0,0,,825,148,5.574,148,1150,7519,133,0.637,0.01,0.121,73.525,0.001,0.127,0.0,1.059,0,1,1,0,139.778
95329049,PerryCarpenter,0,14.954,1,0,0.0,3492,4434,0.788,4434,1886,3740,185,0.743,0.0,0.504,126.12,0.0,0.293,0.534,4.466,0,1,1,0,992.942
89405591,rick_viscomi,0,15.025,0,0,0.0,1390,6022,0.231,6022,5015,8695,808,0.433,0.167,0.529,333.777,0.002,1.417,0.771,25.812,0,1,1,1,233.298
1355298392,samir21s,1,11.6,0,0,,565,32,17.656,32,77,388,0,0.04,0.0,0.771,6.638,0.0,0.0,0.812,0.438,0,1,1,0,73.143
859969123102539777,nircasm,0,7.551,0,0,0.0,1895,1599,1.185,1599,11360,122162,511,0.087,0.0,0.09,1504.436,0.0,0.484,0.0,4.308,0,1,1,0,371.196
936331435614593024,AmandaPapp4AI,1,6.973,0,0,0.0,356,257,1.385,257,865,5944,90,0.744,0.0,0.388,124.05,0.0,0.296,0.465,6.197,0,1,1,0,41.47
130709088,analokmaus,0,14.623,1,0,0.0,1041,3118,0.334,3118,8237,15915,924,0.01,0.0,0.324,563.291,0.0,0.147,0.027,13.187,0,1,1,0,236.451
1359333804196777985,ken1ha,1,3.778,0,0,0.0,264,18,14.667,18,1000,39,42,-0.012,0.0,0.168,264.69,0.002,0.274,0.869,0.119,0,1,1,0,151.2
1069621025493737473,jaesungtae,0,5.966,0,0,0.0,238,134,1.776,134,23,193,1,0,0,0,3.855,0,0,0,0,0,1,1,0,0
216563156,iluvbrains13,1,14.012,0,0,,57,12,4.75,12,3,22,0,0.0,0.0,0.0,0.214,0,0.0,0.0,1.0,0,1,0,0,12.0
984232946596016128,_MohammadSajjad,0,6.612,0,0,0.0,6395,2639,2.423,2639,28,70,6,0.043,0.0,0.0,4.235,0.0,0.778,0.0,10.833,0,1,1,0,243.6
902120672,salah50_noha,1,12.074,0,0,,427,3,142.333,3,9,6,1,0.0,0.0,0.0,0.745,0.0,0.0,0.0,0.2,0,1,1,0,15.0
3033869396,DriftHarder,0,9.749,0,0,0.945,465,409,1.137,409,50894,74056,3547,0.0,0.0,0.98,5220.433,0.0,0.0,0.5,0.0,0,1,1,0,0
1319516983231090689,NeuraSapiens,1,4.079,0,0,0.793,4749,6739,0.705,6739,719,790,610,0.931,0.0,0.0,176.269,0.0,0.13,0.0,2.38,0,1,0,0,2831.513
1079534090607570944,PrinceFeb1,0,5.892,0,0,0.0,54,29,1.862,29,28,14,4,0.392,0.0,0.615,4.752,0.0,0.2,0.0,0.4,0,1,1,0,72.5
1349462947559567361,mw53864833,1,3.852,0,0,,185,68,2.721,68,2,36,0,0,0,0,0.519,0,0,0,0,0,1,0,0,0
914863145906262017,rachyqzhang,1,7.135,0,0,0.0,213,289,0.737,289,7,158,0,0.925,0.0,0.857,0.981,0,0.0,1.0,0.0,0,1,0,0,0
1484076794114359296,Leland94164752,0,2.836,0,0,,92,58,1.586,58,3,15,0,0,0,0,1.058,0,0,0,0,1,1,0,0,0
1182702701920112644,cl4real_,1,5.112,0,0,0.0,2577,627,4.11,627,137,4134,86,0.244,0.0,0.04,26.8,0.004,0.116,0.0,1.105,0,1,1,0,567.286
99665921,Hans2412,0,14.902,1,0,0.0,26310,180402,0.146,180402,85005,51183,8959,0.024,0.0,0.788,5704.268,0.0,52.08,0.04,592.44,0,1,0,0,304.507
412748397,StevenZed,1,13.018,0,0,0.0,2051,522,3.929,522,536,80,188,0.144,0.0,0.126,41.174,0.002,0.077,0.635,0.365,0,1,1,0,1428.632
1094043126279401472,ElyasFrzn,0,5.782,0,0,0.0,3067,3268,0.938,3268,1633,3654,26,-0.011,0.0,0.01,282.428,0.0,0.121,0.01,7.222,1,1,1,0,452.492
37148105,bosslady050,1,15.556,0,0,,446,68,6.559,68,739,3811,6,0.422,0.0,0.56,47.506,0.002,0.0,0.955,0.045,0,1,0,1,1496.0
